
GD
Learning rate: 0.1
Epoch 1/1000, Loss: 2.3055472373962402, Eval loss: 2.305967092514038
Epoch 331/1000, Loss: 1.8761868476867676, Eval loss: 1.8896582126617432
Epoch 341/1000, Loss: 1.884934663772583, Eval loss: 1.946884036064148
Epoch 351/1000, Loss: 1.8813281059265137, Eval loss: 1.9010941982269287
Epoch 361/1000, Loss: 1.908588171005249, Eval loss: 1.8988722562789917
Epoch 371/1000, Loss: 1.9486039876937866, Eval loss: 1.8706538677215576
Epoch 381/1000, Loss: 1.8448477983474731, Eval loss: 1.8766859769821167
Epoch 391/1000, Loss: 1.8469669818878174, Eval loss: 1.8617687225341797
Epoch 401/1000, Loss: 1.858945369720459, Eval loss: 1.9062508344650269
Epoch 411/1000, Loss: 1.8671377897262573, Eval loss: 1.8873769044876099
Epoch 421/1000, Loss: 1.839399814605713, Eval loss: 1.851365566253662
Epoch 431/1000, Loss: 1.834882140159607, Eval loss: 1.862144947052002
Epoch 441/1000, Loss: 1.861186146736145, Eval loss: 1.8332247734069824
Epoch 451/1000, Loss: 1.819523811340332, Eval loss: 1.8454408645629883
Epoch 461/1000, Loss: 1.8308686017990112, Eval loss: 1.8469154834747314
Epoch 471/1000, Loss: 1.8194763660430908, Eval loss: 1.8343273401260376
Epoch 481/1000, Loss: 1.8129602670669556, Eval loss: 1.8288500308990479
Epoch 491/1000, Loss: 1.804595708847046, Eval loss: 1.816506028175354
Epoch 501/1000, Loss: 1.8212906122207642, Eval loss: 1.8384095430374146
Epoch 511/1000, Loss: 1.8152968883514404, Eval loss: 1.8525797128677368
Epoch 521/1000, Loss: 1.775290846824646, Eval loss: 1.7944835424423218
Epoch 531/1000, Loss: 1.7975927591323853, Eval loss: 1.804083228111267
Epoch 541/1000, Loss: 1.782854676246643, Eval loss: 1.788970947265625
Epoch 551/1000, Loss: 1.7682385444641113, Eval loss: 1.7740882635116577
Epoch 561/1000, Loss: 1.7955172061920166, Eval loss: 1.7962781190872192
Epoch 571/1000, Loss: 1.8132493495941162, Eval loss: 1.7925021648406982
Epoch 581/1000, Loss: 1.830132246017456, Eval loss: 1.8118700981140137
Epoch 591/1000, Loss: 1.7506704330444336, Eval loss: 1.7860966920852661
Epoch 601/1000, Loss: 1.7767834663391113, Eval loss: 1.781260371208191
Epoch 611/1000, Loss: 1.7739096879959106, Eval loss: 1.822097659111023
Epoch 621/1000, Loss: 1.7393081188201904, Eval loss: 1.7604634761810303
Epoch 631/1000, Loss: 1.743761658668518, Eval loss: 1.7576693296432495
Epoch 641/1000, Loss: 1.7576215267181396, Eval loss: 1.7403069734573364
Epoch 651/1000, Loss: 1.7766461372375488, Eval loss: 1.766202688217163
Epoch 661/1000, Loss: 1.7295546531677246, Eval loss: 1.7698322534561157
Epoch 671/1000, Loss: 1.7729464769363403, Eval loss: 1.8187025785446167
Epoch 681/1000, Loss: 1.7203238010406494, Eval loss: 1.7321113348007202
Epoch 691/1000, Loss: 1.7228094339370728, Eval loss: 1.756799578666687
Epoch 701/1000, Loss: 1.7696489095687866, Eval loss: 1.775028944015503
Epoch 711/1000, Loss: 1.6932862997055054, Eval loss: 1.728050947189331
Epoch 721/1000, Loss: 1.8097056150436401, Eval loss: 1.767834186553955
Epoch 731/1000, Loss: 1.7115336656570435, Eval loss: 1.7538890838623047
Epoch 741/1000, Loss: 1.7381654977798462, Eval loss: 1.7166368961334229
Epoch 751/1000, Loss: 1.734287142753601, Eval loss: 1.7605375051498413
Epoch 761/1000, Loss: 1.7255282402038574, Eval loss: 1.796097993850708
Epoch 771/1000, Loss: 1.7736272811889648, Eval loss: 1.7446988821029663
Epoch 781/1000, Loss: 1.7239431142807007, Eval loss: 1.7611197233200073
Epoch 791/1000, Loss: 1.699528455734253, Eval loss: 1.7032408714294434
Epoch 801/1000, Loss: 1.7728739976882935, Eval loss: 1.8015433549880981
Epoch 811/1000, Loss: 1.6614060401916504, Eval loss: 1.6825449466705322
Epoch 821/1000, Loss: 1.6633706092834473, Eval loss: 1.721151351928711
Epoch 831/1000, Loss: 1.7004988193511963, Eval loss: 1.7061103582382202
Epoch 841/1000, Loss: 1.6818729639053345, Eval loss: 1.7544660568237305
Epoch 851/1000, Loss: 1.6774685382843018, Eval loss: 1.697946310043335
Epoch 861/1000, Loss: 1.7120437622070312, Eval loss: 1.6944496631622314
Epoch 871/1000, Loss: 1.6912461519241333, Eval loss: 1.7355598211288452
Epoch 881/1000, Loss: 1.6830049753189087, Eval loss: 1.7596291303634644
Epoch 891/1000, Loss: 1.6791415214538574, Eval loss: 1.6841487884521484
Epoch 901/1000, Loss: 1.6706743240356445, Eval loss: 1.7076361179351807
Epoch 911/1000, Loss: 1.7010903358459473, Eval loss: 1.7134443521499634
Epoch 921/1000, Loss: 1.717058539390564, Eval loss: 1.6915457248687744
Epoch 931/1000, Loss: 1.6676502227783203, Eval loss: 1.6968040466308594
Epoch 941/1000, Loss: 1.654698133468628, Eval loss: 1.674450397491455
Epoch 951/1000, Loss: 1.7514375448226929, Eval loss: 1.7890591621398926
Epoch 961/1000, Loss: 1.675962209701538, Eval loss: 1.713578701019287
Epoch 971/1000, Loss: 1.621713399887085, Eval loss: 1.65181565284729
Epoch 981/1000, Loss: 1.7110207080841064, Eval loss: 1.679619312286377
Epoch 991/1000, Loss: 1.6453508138656616, Eval loss: 1.6716275215148926
Accuracy: 38.33%
TRAJECTORY COMPUTED
1000 1000 1000 1000
test  (0.0, 0.0, 0)
